"ID";"B_SATS_Gefuehl";"B_SATS_Kompetenz";"B_SATS_Wert";"B_SATS_Schwierigkeit";"B_SATS_Interesse";"B_SATS_Aufwand";"C1_Mathe";"C1_Schule";"C1_Hochschule";"C4_Notenerwartung";"D_BFI_E";"D_BFI_N";"D_BFI_O";"D_BFI_G";"D_BFI_V";"E_Action";"E_FantasySciFi";"E_Drama";"E_Horror";"E_Thriller";"E_Komoedie";"E_Liebe";"E_Erotik";"E_Animation";"E_Dokumentation";"F01_Pullover";"F02_Schuhe1";"F03_Schuhe2";"F04_Schuhe3";"F05_Zinsen";"F06_Preise";"F07_Aktien";"F08_Putzen";"F09_Kino";"F10_Tischtennis";"F11_Linda";"G01_Geschlecht";"G02_Alter";"G04_Studium";"G05_Zugangsberechtigung"
1548;3,4;4;3,7;3,7;5,2;6,5;1;6;5;2,7;2,5;1,5;3,5;5;4;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Ja";NA;"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";NA;"maennlich";27;"Ja, ein Elternteil";"Fachhochschulreife"
1556;3,7;4,3;4,6;2,9;4,2;6,8;4;6;5;2,3;4,5;2,5;4;4;4;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 30 Euro. Dies entspricht der Summe, die ich für die Haushaltshilfe bezahlen muesste.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
490;3,8;5,5;6,4;3,4;7;5,8;5;5;5;2;5;1;2;3;3;"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";NA;"maennlich";29;"Nein";"allgemeine Hochschulreife / Abitur"
1408;3,5;3,6;5,1;2,9;5;6,2;5;7;5;2,7;4;3;4,5;5;2,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Es werden genauso viele Pullover verkauft.";"Weiss nicht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Meine Kosten betragen 20 Euro.";"Nein";NA;NA;"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
1445;5;4,8;3,4;4;4,2;5,5;6;4;5;2;2,5;2;1,5;4;3,5;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Weiss nicht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Mehr.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1452;3,7;4,7;6,1;3,6;6,5;6,8;5;4;6;1,7;2,5;3;2,5;4;3;"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";NA;"5 Cent.";"Linda ist Bankangestellte.";"weiblich";52;"Nein";"allgemeine Hochschulreife / Abitur"
309;3,2;3,5;4,3;2,3;5,2;6;3;5;5;3;3;1,5;2;3;4,5;"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1425;4,7;4,5;5,2;4,1;5,2;6,2;7;6;6;1,7;2,5;4;2;2,5;3;"Ja";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";19;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
294;4,2;4,2;5,2;2,9;5,2;6,5;6;6;6;2,3;2,5;3,5;5;2,5;3,5;"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";NA;"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";NA;"maennlich";21;"Nein";"allgemeine Hochschulreife / Abitur"
312;4,7;5,5;5;3;5;6,2;7;5;6;1,7;3;3;3;2,5;2,5;"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";25;"Nein";"allgemeine Hochschulreife / Abitur"
983;3,3;3,8;4,6;2,4;4,3;6;4;5;4;3;4,5;2,5;3,5;4;4;"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Weniger.";"Weiss nicht.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
1439;3;2,8;3,2;1,6;6,2;6,2;4;5;4;NA;2;3;4,5;5;3;"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Genau 105 Euro.";"Weniger.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";25;"Nein";"Fachhochschulreife"
151;3,7;4;4,4;3,7;5,2;5,8;4;5;5;2,3;4,5;3;3;3;3,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";21;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
578;5,7;5,7;4,9;3,9;5;6,5;5;5;6;2;1,5;2,5;3,5;3;3;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";NA;"weiblich";37;"Nein";"allgemeine Hochschulreife / Abitur"
1397;2,3;4;3,6;2,7;3,5;5,5;1;5;6;1,3;5;2;5;4;4,5;"Ja";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Niedriger als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";27;"Nein";"Fachhochschulreife"
1515;3,2;3,7;4,3;2,1;4,8;5,8;4;7;6;2,3;4;2,5;1,5;3,5;2,5;"Ja";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";23;"Nein";"Fachhochschulreife"
406;3,5;3,7;2,2;3,6;3,2;6;5;5;5;2,7;4,5;2;3;4,5;3;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";NA;"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"10 Cent.";NA;"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
239;2;2,5;3,1;2,4;3;5,2;4;4;6;3;2,5;3,5;3;3;2;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";24;"Nein";"allgemeine Hochschulreife / Abitur"
689;3;4,3;3,6;2,9;4,8;6,5;5;6;6;3;4,5;2;2,5;5;3;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";NA;"maennlich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1385;4;4,7;5;2,7;5;7;7;5;7;1,7;4;1,5;1,5;3,5;3,5;"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";NA;"maennlich";27;"Nein";"allgemeine Hochschulreife / Abitur"
264;4,3;3,5;3,1;2,7;5;6,8;3;3;3;3;3,5;4;4;3;4,5;"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Nein";"Niedriger als 105 Euro.";"Weniger.";"Stimme voll und ganz zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";26;"Nein";"Fachhochschulreife"
236;2,8;4,8;4;2,6;5,2;4,3;5;7;5;3;4;2;4;3,5;2,5;"Ja";"Ja";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";20;"Nein";"allgemeine Hochschulreife / Abitur"
228;1;1,3;4,3;1,4;3,8;6,5;2;5;4;3,7;3;5;5;2;3,5;"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
1450;3,8;5,8;3,1;3;6,5;6;5;4;6;1,7;4;2,5;1;4;2;"Ja";"Nein";"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";27;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1481;5,7;6,5;5,7;3,7;5,8;5,5;6;4;4;2,3;2,5;2;3,5;2,5;3;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
282;2,7;2,5;3,3;1,7;5;6;4;3;4;2,7;4;2;2;3;3;"Ja";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"10 Cent.";NA;"maennlich";24;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1553;2,3;2,5;2,3;2,2;3,8;5,2;1;6;5;3,7;3;2;4;3,5;4;"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Niedriger als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";NA;"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";34;"Nein";"fachgebundene Hochschulreife"
697;4,2;4,5;4;2,6;3,2;4,2;4;6;7;2;1;1,5;1,5;2,5;3;"Nein";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"Fachhochschulreife"
1542;2,8;4,2;4,1;3,6;3,8;5,8;6;6;6;2;2;3,5;4;3,5;3;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
549;4,5;5,7;6,4;3,4;6,2;7;6;6;7;2,7;2;3;4;4,5;4;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
1539;3,2;3,5;4;1,8;6,8;5,8;4;4;6;1,7;5;4,5;1,5;4,5;3,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
609;3,2;4,8;3,9;4,1;4;4,5;6;4;5;2,7;4,5;1;2,5;2,5;3,5;"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Niedriger als 105 Euro.";NA;NA;NA;NA;NA;NA;"maennlich";22;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
516;5,3;5,5;6,6;2,7;6,8;6,5;6;5;5;2,3;4;2,5;3,5;3,5;4;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";26;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
286;4,3;4,8;5,4;2,4;5,8;5,8;5;5;5;2,7;3;2,5;3;2;1,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";23;"Nein";"allgemeine Hochschulreife / Abitur"
1429;2,5;3,3;4;2,3;5;5,2;3;6;7;3;2;4;2,5;4,5;2;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";24;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
161;1,5;1,2;2,6;2,1;1,2;3,8;1;4;6;3,3;3;2;4,5;2,5;3;"Ja";"Nein";"Ja";"Ja";"Ja";"Ja";"Nein";"Ja";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte.";"maennlich";23;"Nein";"Fachhochschulreife"
395;5,5;6;4,9;4;5,5;5,8;7;6;7;1,3;4;3,5;3;3,5;3,5;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 20 Euro.";NA;"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1410;4,6;4,7;5,9;2,7;5,2;6;5;6;6;2,3;4;3,5;4;5;4;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";NA;23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1454;3,8;4,5;4,6;2,7;3,5;6;3;5;5;3;2;2,5;4,5;3,5;3;"Ja";"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";NA;"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
1499;5;5,8;4;4,4;5,5;5;7;6;6;1,7;3;2;3,5;4;2,5;"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";30;"Nein";"Fachhochschulreife"
213;4,5;5;3,9;2;6,2;6,2;6;6;6;2;3,5;2,5;2;3,5;4;"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";NA;"maennlich";27;"Nein";"Fachhochschulreife"
1422;3,7;4,3;3,6;3,1;4;6,8;5;5;5;2,3;3,5;4;1,5;4,5;1,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
704;4;4,7;4,8;2,6;5,2;7;6;6;6;2,3;4;3,5;4;3,5;4;"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";NA;NA;"Stimme eher nicht zu.";NA;"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";21;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
613;4,8;5,2;5;3,1;4,8;6;3;5;6;2;2,5;2;4,5;3,5;2,5;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";23;"Ja, beide";"allgemeine Hochschulreife / Abitur"
1468;3,8;4,3;4,8;2,1;4,5;6,5;6;6;7;2,7;4;2;1,5;4,5;3,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 30 Euro. Dies entspricht der Summe, die ich für die Haushaltshilfe bezahlen muesste.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";24;"Nein";"allgemeine Hochschulreife / Abitur"
1390;5,2;6,3;4,9;4,7;5,2;6,5;6;6;7;1,7;5;2,5;3;4;2,5;"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"Fachhochschulreife"
1509;4,5;6;5,8;3;5,8;6,8;6;5;6;1,7;3;3;3,5;3,5;1,5;"Nein";"Nein";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Ja";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Niedriger als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";NA;"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
595;4,8;5,2;5,8;2,3;6,2;6,2;5;4;4;3;3;3,5;2,5;4;2,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";25;"Nein";"Fachhochschulreife"
242;5,7;5;5,3;2,7;6,5;6,8;3;3;2;1,7;2,5;3;1,5;3;3,5;"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";NA;"maennlich";31;"Nein";"allgemeine Hochschulreife / Abitur"
